model,primary_metric,best_params_full_fit,selected_feature_count,selected_features,mean_f1_weighted,std_f1_weighted,mean_mcc,std_mcc,mean_roc_auc,std_roc_auc,fold_details
logistic_regression,f1_weighted,"{'estimator__C': 1.0, 'estimator__penalty': 'l1', 'estimator__solver': 'liblinear'}",5,"['numeric__CRP~P02741', 'numeric__FCGBP~Q9Y6R7', 'numeric__FCGR3A~P08637', 'numeric__LCP1~P13796', 'numeric__SERPINA3~P01011']",0.9195959595959596,0.028820556821258884,0.8348305737091488,0.05059412256320343,0.976,0.03577708763999661,"[{'outer_fold': 0, 'best_params': {'estimator__C': 1.0, 'estimator__penalty': 'l2', 'estimator__solver': 'liblinear'}, 'selected_feature_count': 58, 'selected_features': ['numeric__ACTB~P60709', 'numeric__AFM~P43652', 'numeric__AHSG~P02765', 'numeric__APMAP~Q9HDC9', 'numeric__APOA1~P02647', 'numeric__APOC1~P02654', 'numeric__APOE~P02649', 'numeric__APOM~O95445', 'numeric__B2M~P61769', 'numeric__BCHE~P06276', 'numeric__C1QB~P02746', 'numeric__C1QC~P02747', 'numeric__C4BPB~P20851', 'numeric__CAMP~P49913', 'numeric__CD44~P16070', 'numeric__CD5L~O43866', 'numeric__CDH5~P33151', 'numeric__CNDP1~Q96KN2', 'numeric__CRP~P02741', 'numeric__ECM1~Q16610', 'numeric__F13B~P05160', 'numeric__FCGBP~Q9Y6R7', 'numeric__FCGR3A~P08637', 'numeric__FCN2~Q15485', 'numeric__GALE~Q14376', 'numeric__GPLD1~P80108', 'numeric__HBA1~P69905', 'numeric__HP~P00738', 'numeric__IGD~P0DOX3', 'numeric__IGFALS~P35858', 'numeric__ITIH1~P19827', 'numeric__ITIH2~P19823', 'numeric__ITIH3~Q06033', 'numeric__JCHAIN~P01591', 'numeric__KLKB1~P03952', 'numeric__LAMP2~P13473', 'numeric__LCP1~P13796', 'numeric__LTF~P02788', 'numeric__LYVE1~Q9Y5Y7', 'numeric__ORM1~P02763', 'numeric__ORM2~P19652', 'numeric__PEPD~P12955', 'numeric__PF4~P02776', 'numeric__PGLYRP2~Q96PD5', 'numeric__PIGR~P01833', 'numeric__PPBP~P02775', 'numeric__PROZ~P22891', 'numeric__PZP~P20742', 'numeric__SAA1~P0DJI8', 'numeric__SERPINA1~P01009', 'numeric__SERPINA3~P01011', 'numeric__SERPINA4~P29622', 'numeric__SERPIND1~P05546', 'numeric__SHBG~P04278', 'numeric__THBS1~P07996', 'numeric__TLN1~Q9Y490', 'numeric__TTR~P02766', 'numeric__VWF~P04275'], 'test_f1_weighted': 0.8681818181818182, 'test_mcc': 0.7453559924999299, 'test_roc_auc': 1.0}, {'outer_fold': 1, 'best_params': {'estimator__C': 0.5, 'estimator__penalty': 'l1', 'estimator__solver': 'liblinear'}, 'selected_feature_count': 2, 'selected_features': ['numeric__FCGR3A~P08637', 'numeric__LCP1~P13796'], 'test_f1_weighted': 0.9361471861471862, 'test_mcc': 0.8703882797784892, 'test_roc_auc': 1.0}, {'outer_fold': 2, 'best_params': {'estimator__C': 1.0, 'estimator__penalty': 'l2', 'estimator__solver': 'liblinear'}, 'selected_feature_count': 3, 'selected_features': ['numeric__CRP~P02741', 'numeric__FCGR3A~P08637', 'numeric__LCP1~P13796'], 'test_f1_weighted': 0.9312169312169313, 'test_mcc': 0.8528028654224417, 'test_roc_auc': 0.92}, {'outer_fold': 3, 'best_params': {'estimator__C': 0.5, 'estimator__penalty': 'l2', 'estimator__solver': 'liblinear'}, 'selected_feature_count': 3, 'selected_features': ['numeric__FCGBP~Q9Y6R7', 'numeric__FCGR3A~P08637', 'numeric__LCP1~P13796'], 'test_f1_weighted': 0.9312169312169313, 'test_mcc': 0.8528028654224417, 'test_roc_auc': 1.0}, {'outer_fold': 4, 'best_params': {'estimator__C': 0.1, 'estimator__penalty': 'l2', 'estimator__solver': 'liblinear'}, 'selected_feature_count': 105, 'selected_features': ['numeric__ACTA2~P62736', 'numeric__ACTBL2~Q562R1', 'numeric__ACTB~P60709', 'numeric__ADIPOQ~Q15848', 'numeric__AFM~P43652', 'numeric__AFP~P02771', 'numeric__AHSG~P02765', 'numeric__ANPEP~P15144', 'numeric__APMAP~Q9HDC9', 'numeric__APOA1~P02647', 'numeric__APOA2~P02652', 'numeric__APOC1~P02654', 'numeric__APOC4~P55056', 'numeric__APOE~P02649', 'numeric__APOH~P02749', 'numeric__APOM~O95445', 'numeric__ATRN~O75882', 'numeric__B2M~P61769', 'numeric__BCHE~P06276', 'numeric__C1RL~Q9NZP8', 'numeric__C2~P06681', 'numeric__C4A~P0C0L4', 'numeric__C4B~P0C0L5', 'numeric__C9~P02748', 'numeric__CA1~P00915', 'numeric__CAMP~P49913', 'numeric__CD44~P16070', 'numeric__CD5L~O43866', 'numeric__CDH5~P33151', 'numeric__CFHR1~Q03591', 'numeric__CFI~P05156', 'numeric__CLU~P10909', 'numeric__CNDP1~Q96KN2', 'numeric__CPN1~P15169', 'numeric__CPN2~P22792', 'numeric__CP~P00450', 'numeric__CRP~P02741', 'numeric__DBH~P09172', 'numeric__ECM1~Q16610', 'numeric__F13A1~P00488', 'numeric__F13B~P05160', 'numeric__F9~P00740', 'numeric__FCGBP~Q9Y6R7', 'numeric__FCGR3A~P08637', 'numeric__FCN2~Q15485', 'numeric__FCN3~O75636', 'numeric__FETUB~Q9UGM5', 'numeric__FGA~P02671', 'numeric__FGB~P02675', 'numeric__FGG~P02679', 'numeric__FN1~P02751', 'numeric__GALE~Q14376', 'numeric__GP1BA~P07359', 'numeric__GPLD1~P80108', 'numeric__GSN~P06396', 'numeric__HBA1~P69905', 'numeric__HBB~P68871', 'numeric__HBG1~P69891', 'numeric__HGFAC~Q04756', 'numeric__HP~P00738', 'numeric__HSPA5~P11021', 'numeric__IGD~P0DOX3', 'numeric__IGFALS~P35858', 'numeric__ITIH1~P19827', 'numeric__ITIH2~P19823', 'numeric__ITIH3~Q06033', 'numeric__ITIH4~Q14624', 'numeric__JCHAIN~P01591', 'numeric__KLKB1~P03952', 'numeric__LAMP2~P13473', 'numeric__LCP1~P13796', 'numeric__LDHA~P00338', 'numeric__LGALS3BP~Q08380', 'numeric__LRG1~P02750', 'numeric__LYVE1~Q9Y5Y7', 'numeric__MAN1A1~P33908', 'numeric__MST1~P26927', 'numeric__ORM1~P02763', 'numeric__ORM2~P19652', 'numeric__PF4~P02776', 'numeric__PGLYRP2~Q96PD5', 'numeric__PIGR~P01833', 'numeric__PLTP~P55058', 'numeric__PON1~P27169', 'numeric__PPBP~P02775', 'numeric__PRDX2~P32119', 'numeric__PROCR~Q9UNN8', 'numeric__PROC~P04070', 'numeric__PZP~P20742', 'numeric__QSOX1~O00391', 'numeric__RBP4~P02753', 'numeric__SAA4~P35542', 'numeric__SELENOP~P49908', 'numeric__SERPINA10~Q9UK55', 'numeric__SERPINA1~P01009', 'numeric__SERPINA3~P01011', 'numeric__SERPINA4~P29622', 'numeric__SERPIND1~P05546', 'numeric__SERPING1~P05155', 'numeric__SHBG~P04278', 'numeric__TGFBI~Q15582', 'numeric__THBS1~P07996', 'numeric__TLN1~Q9Y490', 'numeric__TTR~P02766', 'numeric__VWF~P04275'], 'test_f1_weighted': 0.9312169312169313, 'test_mcc': 0.8528028654224417, 'test_roc_auc': 0.9600000000000001}]"
decision_tree,f1_weighted,"{'estimator__class_weight': None, 'estimator__criterion': 'entropy', 'estimator__min_samples_leaf': 5, 'estimator__splitter': 'random'}",165,"['numeric__APCS~P02743', 'numeric__APMAP~Q9HDC9', 'numeric__APOA1~P02647', 'numeric__APOA2~P02652', 'numeric__APOA4~P06727', 'numeric__APOB~P04114', 'numeric__APOC1~P02654', 'numeric__APOC2~P02655', 'numeric__APOC3~P02656', 'numeric__APOC4~P55056', 'numeric__APOD~P05090', 'numeric__APOE~P02649', 'numeric__APOF~Q13790', 'numeric__APOH~P02749', 'numeric__APOM~O95445', 'numeric__ATRN~O75882', 'numeric__AZGP1~P25311', 'numeric__B2M~P61769', 'numeric__BCHE~P06276', 'numeric__BTD~P43251', 'numeric__C1QA~P02745', 'numeric__C1QB~P02746', 'numeric__C1QC~P02747', 'numeric__C1RL~Q9NZP8', 'numeric__C1R~P00736', 'numeric__C1S~P09871', 'numeric__C2~P06681', 'numeric__C3~P01024', 'numeric__C4A~P0C0L4', 'numeric__C4BPA~P04003', 'numeric__C4BPB~P20851', 'numeric__C4B~P0C0L5', 'numeric__C5~P01031', 'numeric__C6~P13671', 'numeric__C7~P10643', 'numeric__C8A~P07357', 'numeric__C8B~P07358', 'numeric__C8G~P07360', 'numeric__C9~P02748', 'numeric__CA1~P00915', 'numeric__CAMP~P49913', 'numeric__CD14~P08571', 'numeric__CD44~P16070', 'numeric__CD5L~O43866', 'numeric__CDH5~P33151', 'numeric__CFB~P00751', 'numeric__CFD~P00746', 'numeric__CFHR1~Q03591', 'numeric__CFH~P08603', 'numeric__CFI~P05156', 'numeric__CLEC3B~P05452', 'numeric__CLU~P10909', 'numeric__CNDP1~Q96KN2', 'numeric__CPB2~Q96IY4', 'numeric__CPN1~P15169', 'numeric__CPN2~P22792', 'numeric__CP~P00450', 'numeric__CRP~P02741', 'numeric__DBH~P09172', 'numeric__ECM1~Q16610', 'numeric__F10~P00742', 'numeric__F11~P03951', 'numeric__F12~P00748', 'numeric__F13A1~P00488', 'numeric__F13B~P05160', 'numeric__F2~P00734', 'numeric__F5~P12259', 'numeric__F9~P00740', 'numeric__FBLN1~P23142', 'numeric__FCGBP~Q9Y6R7', 'numeric__FCGR3A~P08637', 'numeric__FCN2~Q15485', 'numeric__FCN3~O75636', 'numeric__FETUB~Q9UGM5', 'numeric__FGA~P02671', 'numeric__FGB~P02675', 'numeric__FGG~P02679', 'numeric__FN1~P02751', 'numeric__GALE~Q14376', 'numeric__GC~P02774', 'numeric__GGH~Q92820', 'numeric__GP1BA~P07359', 'numeric__GPLD1~P80108', 'numeric__GPX3~P22352', 'numeric__GSN~P06396', 'numeric__HABP2~Q14520', 'numeric__HBA1~P69905', 'numeric__HBB~P68871', 'numeric__HBD~P02042', 'numeric__HBG1~P69891', 'numeric__HGFAC~Q04756', 'numeric__HPR~P00739', 'numeric__HPX~P02790', 'numeric__HP~P00738', 'numeric__HRG~P04196', 'numeric__HSPA5~P11021', 'numeric__IGD~P0DOX3', 'numeric__IGFALS~P35858', 'numeric__ITIH1~P19827', 'numeric__ITIH2~P19823', 'numeric__ITIH3~Q06033', 'numeric__ITIH4~Q14624', 'numeric__JCHAIN~P01591', 'numeric__KLKB1~P03952', 'numeric__KNG1~P01042', 'numeric__LAMP2~P13473', 'numeric__LBP~P18428', 'numeric__LCP1~P13796', 'numeric__LDHA~P00338', 'numeric__LDHB~P07195', 'numeric__LGALS3BP~Q08380', 'numeric__LRG1~P02750', 'numeric__LTF~P02788', 'numeric__LUM~P51884', 'numeric__LYVE1~Q9Y5Y7', 'numeric__LYZ~P61626', 'numeric__MAN1A1~P33908', 'numeric__MASP1~P48740', 'numeric__MBL2~P11226', 'numeric__MST1~P26927', 'numeric__ORM1~P02763', 'numeric__ORM2~P19652', 'numeric__PEPD~P12955', 'numeric__PF4~P02776', 'numeric__PGLYRP2~Q96PD5', 'numeric__PIGR~P01833', 'numeric__PLG~P00747', 'numeric__PLTP~P55058', 'numeric__PON1~P27169', 'numeric__PPBP~P02775', 'numeric__PRDX2~P32119', 'numeric__PRG4~Q92954', 'numeric__PROCR~Q9UNN8', 'numeric__PROC~P04070', 'numeric__PROS1~P07225', 'numeric__PROZ~P22891', 'numeric__PRSS3P2~Q8NHM4', 'numeric__PZP~P20742', 'numeric__QSOX1~O00391', 'numeric__RBP4~P02753', 'numeric__SAA1~P0DJI8', 'numeric__SAA4~P35542', 'numeric__SELENOP~P49908', 'numeric__SELL~P14151', 'numeric__SERPINA10~Q9UK55', 'numeric__SERPINA1~P01009', 'numeric__SERPINA3~P01011', 'numeric__SERPINA4~P29622', 'numeric__SERPINA5~P05154', 'numeric__SERPINA6~P08185', 'numeric__SERPINA7~P05543', 'numeric__SERPINC1~P01008', 'numeric__SERPIND1~P05546', 'numeric__SERPINF1~P36955', 'numeric__SERPINF2~P08697', 'numeric__SERPING1~P05155', 'numeric__SHBG~P04278', 'numeric__TF~P02787', 'numeric__TGFBI~Q15582', 'numeric__THBS1~P07996', 'numeric__TLN1~Q9Y490', 'numeric__TTR~P02766', 'numeric__VTN~P04004', 'numeric__VWF~P04275', 'numeric__WFDC3~Q8IUB2']",0.8322015606226133,0.0988476236277552,0.6466124813184988,0.22011913783444315,0.8686666666666667,0.10441902764024064,"[{'outer_fold': 0, 'best_params': {'estimator__class_weight': None, 'estimator__criterion': 'gini', 'estimator__min_samples_leaf': 1, 'estimator__splitter': 'random'}, 'selected_feature_count': 1, 'selected_features': ['numeric__FCGR3A~P08637'], 'test_f1_weighted': 0.8147773279352226, 'test_mcc': 0.6180700462007377, 'test_roc_auc': 0.8166666666666667}, {'outer_fold': 1, 'best_params': {'estimator__class_weight': None, 'estimator__criterion': 'gini', 'estimator__min_samples_leaf': 1, 'estimator__splitter': 'best'}, 'selected_feature_count': 1, 'selected_features': ['numeric__FCGR3A~P08637'], 'test_f1_weighted': 0.9361471861471862, 'test_mcc': 0.8703882797784892, 'test_roc_auc': 0.9166666666666667}, {'outer_fold': 2, 'best_params': {'estimator__class_weight': None, 'estimator__criterion': 'gini', 'estimator__min_samples_leaf': 10, 'estimator__splitter': 'random'}, 'selected_feature_count': 101, 'selected_features': ['numeric__F13B~P05160', 'numeric__F2~P00734', 'numeric__F5~P12259', 'numeric__F9~P00740', 'numeric__FBLN1~P23142', 'numeric__FCGBP~Q9Y6R7', 'numeric__FCGR3A~P08637', 'numeric__FCN2~Q15485', 'numeric__FCN3~O75636', 'numeric__FETUB~Q9UGM5', 'numeric__FGA~P02671', 'numeric__FGB~P02675', 'numeric__FGG~P02679', 'numeric__FN1~P02751', 'numeric__GALE~Q14376', 'numeric__GC~P02774', 'numeric__GGH~Q92820', 'numeric__GP1BA~P07359', 'numeric__GPLD1~P80108', 'numeric__GPX3~P22352', 'numeric__GSN~P06396', 'numeric__HABP2~Q14520', 'numeric__HBA1~P69905', 'numeric__HBB~P68871', 'numeric__HBD~P02042', 'numeric__HBG1~P69891', 'numeric__HGFAC~Q04756', 'numeric__HPR~P00739', 'numeric__HPX~P02790', 'numeric__HP~P00738', 'numeric__HRG~P04196', 'numeric__HSPA5~P11021', 'numeric__IGD~P0DOX3', 'numeric__IGFALS~P35858', 'numeric__ITIH1~P19827', 'numeric__ITIH2~P19823', 'numeric__ITIH3~Q06033', 'numeric__ITIH4~Q14624', 'numeric__JCHAIN~P01591', 'numeric__KLKB1~P03952', 'numeric__KNG1~P01042', 'numeric__LAMP2~P13473', 'numeric__LBP~P18428', 'numeric__LCP1~P13796', 'numeric__LDHA~P00338', 'numeric__LDHB~P07195', 'numeric__LGALS3BP~Q08380', 'numeric__LRG1~P02750', 'numeric__LTF~P02788', 'numeric__LUM~P51884', 'numeric__LYVE1~Q9Y5Y7', 'numeric__LYZ~P61626', 'numeric__MAN1A1~P33908', 'numeric__MASP1~P48740', 'numeric__MBL2~P11226', 'numeric__MST1~P26927', 'numeric__ORM1~P02763', 'numeric__ORM2~P19652', 'numeric__PEPD~P12955', 'numeric__PF4~P02776', 'numeric__PGLYRP2~Q96PD5', 'numeric__PIGR~P01833', 'numeric__PLG~P00747', 'numeric__PLTP~P55058', 'numeric__PON1~P27169', 'numeric__PPBP~P02775', 'numeric__PRDX2~P32119', 'numeric__PRG4~Q92954', 'numeric__PROCR~Q9UNN8', 'numeric__PROC~P04070', 'numeric__PROS1~P07225', 'numeric__PROZ~P22891', 'numeric__PRSS3P2~Q8NHM4', 'numeric__PZP~P20742', 'numeric__QSOX1~O00391', 'numeric__RBP4~P02753', 'numeric__SAA1~P0DJI8', 'numeric__SAA4~P35542', 'numeric__SELENOP~P49908', 'numeric__SELL~P14151', 'numeric__SERPINA10~Q9UK55', 'numeric__SERPINA1~P01009', 'numeric__SERPINA3~P01011', 'numeric__SERPINA4~P29622', 'numeric__SERPINA5~P05154', 'numeric__SERPINA6~P08185', 'numeric__SERPINA7~P05543', 'numeric__SERPINC1~P01008', 'numeric__SERPIND1~P05546', 'numeric__SERPINF1~P36955', 'numeric__SERPINF2~P08697', 'numeric__SERPING1~P05155', 'numeric__SHBG~P04278', 'numeric__TF~P02787', 'numeric__TGFBI~Q15582', 'numeric__THBS1~P07996', 'numeric__TLN1~Q9Y490', 'numeric__TTR~P02766', 'numeric__VTN~P04004', 'numeric__VWF~P04275', 'numeric__WFDC3~Q8IUB2'], 'test_f1_weighted': 0.8703703703703705, 'test_mcc': 0.7559289460184545, 'test_roc_auc': 0.96}, {'outer_fold': 3, 'best_params': {'estimator__class_weight': None, 'estimator__criterion': 'entropy', 'estimator__min_samples_leaf': 5, 'estimator__splitter': 'random'}, 'selected_feature_count': 2, 'selected_features': ['numeric__ITIH3~Q06033', 'numeric__SERPINA1~P01009'], 'test_f1_weighted': 0.8666666666666667, 'test_mcc': 0.7, 'test_roc_auc': 0.9400000000000001}, {'outer_fold': 4, 'best_params': {'estimator__class_weight': None, 'estimator__criterion': 'gini', 'estimator__min_samples_leaf': 5, 'estimator__splitter': 'best'}, 'selected_feature_count': 128, 'selected_features': ['numeric__C8G~P07360', 'numeric__C9~P02748', 'numeric__CA1~P00915', 'numeric__CAMP~P49913', 'numeric__CD14~P08571', 'numeric__CD44~P16070', 'numeric__CD5L~O43866', 'numeric__CDH5~P33151', 'numeric__CFB~P00751', 'numeric__CFD~P00746', 'numeric__CFHR1~Q03591', 'numeric__CFH~P08603', 'numeric__CFI~P05156', 'numeric__CLEC3B~P05452', 'numeric__CLU~P10909', 'numeric__CNDP1~Q96KN2', 'numeric__CPB2~Q96IY4', 'numeric__CPN1~P15169', 'numeric__CPN2~P22792', 'numeric__CP~P00450', 'numeric__CRP~P02741', 'numeric__DBH~P09172', 'numeric__ECM1~Q16610', 'numeric__F10~P00742', 'numeric__F11~P03951', 'numeric__F12~P00748', 'numeric__F13A1~P00488', 'numeric__F13B~P05160', 'numeric__F2~P00734', 'numeric__F5~P12259', 'numeric__F9~P00740', 'numeric__FBLN1~P23142', 'numeric__FCGBP~Q9Y6R7', 'numeric__FCGR3A~P08637', 'numeric__FCN2~Q15485', 'numeric__FCN3~O75636', 'numeric__FETUB~Q9UGM5', 'numeric__FGA~P02671', 'numeric__FGB~P02675', 'numeric__FGG~P02679', 'numeric__FN1~P02751', 'numeric__GALE~Q14376', 'numeric__GC~P02774', 'numeric__GGH~Q92820', 'numeric__GP1BA~P07359', 'numeric__GPLD1~P80108', 'numeric__GPX3~P22352', 'numeric__GSN~P06396', 'numeric__HABP2~Q14520', 'numeric__HBA1~P69905', 'numeric__HBB~P68871', 'numeric__HBD~P02042', 'numeric__HBG1~P69891', 'numeric__HGFAC~Q04756', 'numeric__HPR~P00739', 'numeric__HPX~P02790', 'numeric__HP~P00738', 'numeric__HRG~P04196', 'numeric__HSPA5~P11021', 'numeric__IGD~P0DOX3', 'numeric__IGFALS~P35858', 'numeric__ITIH1~P19827', 'numeric__ITIH2~P19823', 'numeric__ITIH3~Q06033', 'numeric__ITIH4~Q14624', 'numeric__JCHAIN~P01591', 'numeric__KLKB1~P03952', 'numeric__KNG1~P01042', 'numeric__LAMP2~P13473', 'numeric__LBP~P18428', 'numeric__LCP1~P13796', 'numeric__LDHA~P00338', 'numeric__LDHB~P07195', 'numeric__LGALS3BP~Q08380', 'numeric__LRG1~P02750', 'numeric__LTF~P02788', 'numeric__LUM~P51884', 'numeric__LYVE1~Q9Y5Y7', 'numeric__LYZ~P61626', 'numeric__MAN1A1~P33908', 'numeric__MASP1~P48740', 'numeric__MBL2~P11226', 'numeric__MST1~P26927', 'numeric__ORM1~P02763', 'numeric__ORM2~P19652', 'numeric__PEPD~P12955', 'numeric__PF4~P02776', 'numeric__PGLYRP2~Q96PD5', 'numeric__PIGR~P01833', 'numeric__PLG~P00747', 'numeric__PLTP~P55058', 'numeric__PON1~P27169', 'numeric__PPBP~P02775', 'numeric__PRDX2~P32119', 'numeric__PRG4~Q92954', 'numeric__PROCR~Q9UNN8', 'numeric__PROC~P04070', 'numeric__PROS1~P07225', 'numeric__PROZ~P22891', 'numeric__PRSS3P2~Q8NHM4', 'numeric__PZP~P20742', 'numeric__QSOX1~O00391', 'numeric__RBP4~P02753', 'numeric__SAA1~P0DJI8', 'numeric__SAA4~P35542', 'numeric__SELENOP~P49908', 'numeric__SELL~P14151', 'numeric__SERPINA10~Q9UK55', 'numeric__SERPINA1~P01009', 'numeric__SERPINA3~P01011', 'numeric__SERPINA4~P29622', 'numeric__SERPINA5~P05154', 'numeric__SERPINA6~P08185', 'numeric__SERPINA7~P05543', 'numeric__SERPINC1~P01008', 'numeric__SERPIND1~P05546', 'numeric__SERPINF1~P36955', 'numeric__SERPINF2~P08697', 'numeric__SERPING1~P05155', 'numeric__SHBG~P04278', 'numeric__TF~P02787', 'numeric__TGFBI~Q15582', 'numeric__THBS1~P07996', 'numeric__TLN1~Q9Y490', 'numeric__TTR~P02766', 'numeric__VTN~P04004', 'numeric__VWF~P04275', 'numeric__WFDC3~Q8IUB2'], 'test_f1_weighted': 0.6730462519936203, 'test_mcc': 0.28867513459481287, 'test_roc_auc': 0.71}]"
